id,상세URL,가게,주소,카테고리,리본개수,레드리본 선정,서울 2025 선정,라벨,이미지URL,이미지파일,소개,X좌표,Y좌표,avg_quality,avg_friendliness,review_count
32353,https://www.bluer.co.kr/restaurants/32353,강민철레스토랑,서울특별시 강남구 도산대로63길 18 (청담동) 청담빌딩 5층,프랑스식,3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/es_59b80af9ace94566af858230540a84f8.jpg,images\32353_강민철레스토랑.jpg,"파리의 조엘 로부숑, 알랭 뒤카스, 피에르 가니에르 등 거장들의 레스토랑에서 경력을 쌓은 강민철 셰프의 파인 다이닝 레스토랑. 클래식 프렌치를 재현한 코스 요리가 펼쳐지며, 메인 디시를 중심으로 서브 디시가 함께 등장한다. 화려한 플레이팅과 퍼포먼스로 인기가 높다.",127.0436818,37.52496611,0.39116670756290356,0.6936217220500112,27
15931,https://www.bluer.co.kr/restaurants/15931,파씨오네,서울특별시 강남구 언주로164길 39 (신사동) 2층,프랑스식,3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/15931_7.jpg,images\15931_파씨오네.jpg,"프랑스에서도 손꼽히는 라르페주, 라스트랑스 등 최고급 레스토랑에서 경험을 쌓은 이방원 셰프의 모던 프렌치 레스토랑. 클래식한 프렌치 레스토랑과 차별화된 신선한 감각을 보여주고 있다. 매일 좋은 재료를 엄선해 런치, 디너 각 한 가지의 코스를 내며, 재료의 풍미를 살리는 적절한 버터, 소금의 사용이 돋보인다. 특히 채소를 다양하게 활용한 요리에 강점이 있으며, 안정적인 조리에서 나오는 기본기도 탄탄하다.",127.0367466,37.52545843,0.36831095081109266,0.46776125138919605,100
31431,https://www.bluer.co.kr/restaurants/31431,세븐스도어,서울특별시 강남구 학동로97길 41 (청담동) 리유빌딩 4층,컨템포러리,3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/es_90b7e43eb4d7447dac98660b41a961a7.jpg,images\31431_세븐스도어.jpg,"김대천 셰프의 발효와 숙성을 테마로 한 레스토랑. 다양한 식자재를 발효 및 숙성하여 사용하며 심도있게 코스 요리로 풀어낸다. 단맛, 쓴맛, 매운맛, 단맛, 감칠맛의 다섯 가지 맛에 6번째인 발효와 숙성, 7번째인 셰프의 손맛을 모두 맛볼 수 있는 곳이다.",127.0543136,37.52240897,0.4719250497447563,0.4530593961166839,100
415,https://www.bluer.co.kr/restaurants/415,봉래헌,서울특별시 강서구 방화대로 94 (외발산동) 메이필드호텔,한정식,3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/415_thumb.jpg,images\415_봉래헌.jpg,정통 궁중 음식을 코스로 재현해 선보이는 한정식집이다. 경복궁 복원에 참여했던 문화재 기능자 이일구 대목수가 전통 궁궐 양식으로 지은 한옥에 자리하고 있다. 작은 연못과 정원이 조화를 이루고 있어 고급스러운 분위기를 연출한다.,126.8195071,37.54789572,0.37251984427816104,0.31572433975007796,100
343,https://www.bluer.co.kr/restaurants/343,미피아체,서울특별시 강남구 도산대로70길 34 (청담동),"이탈리아식, 파스타",3,Y,Y,레드리본 선정 서울 2025 선정,https://www.bluer.co.kr/images/es_31bf4d8b581642a5b8021409037b0f30.jpg,images\343_미피아체.jpg,"청담동에서 가장 오래된 레스토랑 중의 하나로, 20년 세월 동안 변함없는 맛을 유지하고 있다. 전채, 메인, 디저트 모두 손색없이 훌륭하며 계절에 따라, 트렌드에 따라 메뉴가 자주 바뀌어 다양한 즐거움을 준다. 미리 주문하면 맛볼 수 있는 피오렌티나 스테이크도 명성이 자자하다. 2023년 8월 지금의 자리로 이전하여 분위기가 더욱 좋아졌다. 테라스 자리를 이용할 것을 추천.",127.0448727,37.52146887,0.46869221634651514,0.3007943668713172,100
4667,https://www.bluer.co.kr/restaurants/4667,정식당,서울특별시 강남구 선릉로158길 11 (청담동),"모던한식, 뉴코리안",3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/es_e93f82239b414985a8b609387cd03ed7.jpg,images\4667_정식당.jpg,"스페인을 비롯한 세계 미식 트렌드의 영향을 많이 받아 새로운 장르를 개척한 임정식 셰프의 레스토랑으로, 뉴코리안이라는 콘셉트로 서울을 대표하는 곳 중의 하나다. 김정호 셰프가 헤드셰프를 맡고 있다. 식재료와 조리 기법, 플레이팅 모두 세계적인 수준의 요리를 즐길 수 있다.",127.0410811,37.52565829,0.3500431908151278,0.26163443869778086,100
26944,https://www.bluer.co.kr/restaurants/26944,스와니예,서울특별시 강남구 강남대로 652 (신사동) 신사스퀘어 2층,컨템포러리,3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/es_1020e1b61af54a6cad25827b0e8a47b2.jpg,images\26944_스와니예.jpg,프렌치에 한국적인 요소를 가미한 컨템포러리 레스토랑. 에피소드라는 이름으로 시즌별로 바뀌는 코스는 각각 특별한 주제를 가지고 있어 이준 셰프의 상상력과 표현력을 엿볼 수 있다.,127.019091,37.5195659,0.4386029613302334,0.33198968712240456,100
28229,https://www.bluer.co.kr/restaurants/28229,알라프리마,서울특별시 강남구 학동로17길 13 (논현동),컨템포러리,3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/es_aabd9516c7d74cdbbda6b062504b430c.jpg,images\28229_알라프리마.jpg,"재패니즈의 영향을 받은 컨템포러리 유로피안 레스토랑으로, 김진혁 셰프가 주방을 맡고 있다. 테이스팅 메뉴로 이루어진 코스는 수시로 구성이 바뀌어 셰프의 감각을 엿볼 수 있다. 블랙톤의 세련된 인테리어에 널찍한 공간이 쾌적한 느낌을 준다.",127.0260248,37.51355119,0.5688209844908366,0.4654943901472367,100
29243,https://www.bluer.co.kr/restaurants/29243,무오키,서울특별시 강남구 학동로55길 12-12 (청담동),"컨템포러리, 프랑스식",3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/es_4ae5bbb4ec6a49f2a125169be75c5703.png,images\29243_무오키.png,"박무현 셰프의 컨템포러리한 프렌치 레스토랑. 계절에 따라 다른 테마로 준비되는 다양한 요리를 정교한 플레이팅으로 내어 준다. 탁 트인 오픈 키친과 모던한 인테리어가 돋보이며, 다이닝룸이 내려다보이는 프라이빗한 룸도 갖추고 있다.",127.0422354,37.51900839,0.455910941795446,0.4363518797326833,100
29206,https://www.bluer.co.kr/restaurants/29206,고료리켄,서울특별시 강남구 언주로152길 15-3 (신사동) 2층,"모던재패니즈, 컨템포러리",3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/es_69118b854f9e4b7f828c41bfea5f4eaa.jpg,images\29206_고료리켄.jpg,김건 셰프가 내는 컨템포러리 재패니즈 퀴진. 신선한 제철 식재료를 사용해 만든 요리를 코스로 낸다. 일식에 프렌치 또는 이탈리안 터치가 가미된 스타일의 오마카세를 맛볼 수 있다.,127.0348058,37.52300811,0.33868171411909553,-0.5787931308150291,31
29427,https://www.bluer.co.kr/restaurants/29427,미토우,서울특별시 강남구 도산대로70길 24 (청담동),가이세키,3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/es_e038c6bbb8ab4523af652af2e754e3af.jpg,images\29427_미토우.jpg,"일본에서 수련 후 귀국한 권영운, 김보미 오너셰프의 일본요리 전문점. 담담하면서도 화사한 일본요리의 특징을 잘 살리면서도 조금씩 한국적인 느낌을 가미한 완성도 높은 요리를 선보인다. 일본과는 다른 국내 식재료 상황을 극복하기 위해 직접 채소나 쌀을 재배하거나 토종닭을 기르고 미소를 담그는 등 갖은 노력을 아끼지 않으며 많은 미식가들과 매체로부터 높은 평가를 받고 있다.",127.0450554,37.52210995,0.5349713018164038,0.3618439193814993,85
31432,https://www.bluer.co.kr/restaurants/31432,코자차,서울특별시 강남구 학동로97길 17 (청담동),"이노베이티브퀴진, 일식, 모던차이니즈",3,Y,Y,레드리본 선정 서울 2025 선정,https://www.bluer.co.kr/images/es_c539db8e53104616a9fb381fa995179d.jpg,images\31432_코자차.jpg,"한식, 일식, 중식의 앞글자를 따서 만든 레스토랑. 신라 호텔에서 20년 가까이 경력을 쌓은 두 셰프의 노하우가 담긴 세심한 코스요리를 선보인다.",127.0552153,37.52086838,0.35807124117300626,-0.06513200979679823,32
31886,https://www.bluer.co.kr/restaurants/31886,이타닉가든,서울특별시 강남구 테헤란로 231 (역삼동) 조선팰리스강남 36층,뉴코리안,3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/es_e6728c37438b4cd78ba51a79a4261b2d.jpg,images\31886_이타닉가든.jpg,프렌치 조리법에 컨템포러리 한식을 접목한 파인 다이닝 레스토랑. 손종원 셰프의 섬세하면서도 화려한 플레이팅을 바탕으로 코스 요리를 선보인다. 와인과 전통주 페어링이 가능하며 창가 자리의 시티뷰가 좋으니 예약 시 참고할 것.,127.0413565,37.50288135,0.48227312830116215,0.507605691540188,76
32608,https://www.bluer.co.kr/restaurants/32608,솔밤,서울특별시 강남구 학동로 231 (논현동) 논현백영센터 2층,뉴코리안,3,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/es_319e1ace47a54479b9dd13897d232594.jpg,images\32608_솔밤.jpg,"한식을 기반으로한 컨템포러리 파인 다이닝. 뉴욕 일레븐매디슨파크, 서울 임프레션 등을 거친 엄태준 셰프가 독창적이고 섬세한 코스로 풀어낸다. 고동연 소믈리에의 독창적인 와인 페어링과 함께 12코스가 조화롭게 진행된다. 솔밤은 엄셰프가 유년을 보낸 안동의 지명이다.",127.0341901,37.51549276,0.4673232589349417,0.4988666075197133,72
5722,https://www.bluer.co.kr/restaurants/5722,듀자미,서울특별시 강남구 도산대로11길 28 (신사동),디저트전문점,2,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/5722_thumb.jpg,images\5722_듀자미.jpg,"케이크가 맛있는 디저트 카페로, 매일매일 디저트를 직접 만든다. 소금을 가미한 캐러멜소금케이크와 딸기생크림케이크가 대표 메뉴며 부드러운 크림이 인상적이다. 케이크 외에도 마카롱, 밀푀유, 몽블랑 등 다양한 프랑스식 디저트를 선보인다.",127.0225927,37.51934427,0.24728724945281796,-0.32921744138002396,100
5750,https://www.bluer.co.kr/restaurants/5750,오뗄두스,서울특별시 서초구 서래로10길 9 (반포동) 서래빌딩,디저트전문점,2,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/5750_thumb.JPG,images\5750_오뗄두스.jpg,"정홍연 파티시에가 운영하는 디저트 전문점. 다양한 종류의 마카롱, 초콜릿, 조각케이크로 인기가 좋다. 겉은 바삭하고 속은 촉촉한 카늘레와 슈 안에 크림이 듬뿍 들어간 에클레르가 인기 메뉴다.",126.9988763,37.49953865,0.339739777074725,0.402266064658761,100
388,https://www.bluer.co.kr/restaurants/388,버드나무집,서울특별시 서초구 효령로 434 (서초동),"소고기구이, 소갈비",2,Y,Y,레드리본 선정 서울 2025 선정,https://www.bluer.co.kr/images/388_thumb.jpg,images\388_버드나무집.jpg,등심을 숙성시켜 양념한 생등심과 주물럭이 대표 메뉴다. 숯불을 사용해 굽기 때문에 맛이 더욱 좋다. 점심때는 한정 수량으로 파는 갈비탕을 먹고자 일찌감치 사람들이 몰려든다. 물냉면도 전문점 못지않다. 저녁에는 고기만 판매한다.,127.0312045,37.48910592,0.24279304065588694,0.2354049405881337,100
9130,https://www.bluer.co.kr/restaurants/9130,미우야,서울특별시 서초구 강남대로23길 90 (양재동) 기정빌딩 1층,"소바, 일식우동",2,Y,Y,레드리본 선정 서울 2025 선정,https://www.bluer.co.kr/images/es_f33e4f9524c9497294eb23288352621d.jpg,images\9130_미우야.jpg,"직접 면을 만드는 일본식 소바 전문점. 고사리와 다진 소고기를 올린 와라비소바와 시금치, 베이컨, 온천달걀을 올린 호텐소사라다소바가 인기 메뉴. 주문하면 소바차가 먼저 나오고 소바를 다 먹은 후에는 소바유(면을 삶은 물)를 주는데 남은 쯔유에 부어 마신다. 우동 메뉴도 다양한 편.",127.0353605,37.47402159,0.2999415547619092,0.05313825850876478,100
954,https://www.bluer.co.kr/restaurants/954,한성칼국수,서울특별시 강남구 언주로148길 14 (논현동) 청호상가빌딩 가동 2층,"일반한식, 칼국수",2,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/954_thumb.jpg,images\954_한성칼국수.jpg,"강남에서는 꽤 오래된 유명한 칼국숫집으로, 40년이 넘는 전통을 자랑한다. 전반적으로 음식은 깔끔하고 담백한 편이다. 날씨가 추워지면 싱싱한 굴을 넣고 지진 굴전이 일품이다. 사골 국물로 낸 칼국수는 꼭 한 번 먹어볼 만하다. 제육, 빈대떡, 굴전 등 술안주로 먹을 만한 메뉴가 많아 술자리로 찾는 이도 많다.",127.0361626,37.52063014,0.3214231903043886,0.5893206231296062,100
478,https://www.bluer.co.kr/restaurants/478,새벽집,서울특별시 강남구 도산대로101길 6 (청담동),"선지해장국, 샤브샤브, 소고기구이",2,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/478_6.jpg,images\478_새벽집.jpg,"다양한 한식 메뉴를 갖추고 있어 24시간 손님으로 붐비는 곳. 고기나 선지, 콩나물 등이 들어간 따로국밥 국물은 맛도 좋고 해장으로도 제격이다. 육회비빔밥을 시키면 선짓국이 서비스로 나온다. 샤부샤부도 많이 찾는 메뉴. 아침에는 해장을, 저녁에는 고기를 구워 먹는 손님으로 가득하다.",127.0528684,37.52556359,0.3329616444617776,0.2407080172202908,200
305,https://www.bluer.co.kr/restaurants/305,만두집,서울특별시 강남구 압구정로 338 (신사동),만둣국,2,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/305_thumb.jpg,images\305_만두집.jpg,"큼직한 크기의 속이 꽉 찬 평양식 만두를 맛볼 수 있는 곳으로, 40년이 넘게 한 곳에서 장사하고 있다. 평양 출신 할머니가 문을 연 후 2대째 그 손맛을 유지하고 있다. 간단한 메뉴 구성이지만, 만두전골이나 만둣국이 실속 있다. 겨울이나 명절 때는 냉동 만두를 포장해 가는 사람들도 많다. 예전에는 간판도 없이 그냥 만둣집이라고만 불렸다.",127.038878,37.52792451,0.5315779742367309,0.4960953959009864,100
172,https://www.bluer.co.kr/restaurants/172,대려도,서울특별시 강남구 역삼로 118 (역삼동),일반중식,2,Y,Y,레드리본 선정 서울 2025 선정,https://www.bluer.co.kr/assets/image/restaurant/img_restaruant_no_image.png?v=3,images\172_대려도.png,"한국인의 입맛에 맞는 정통 북경요리를 선보이는 곳. 짜장면, 짬뽕 등의 식사 메뉴를 비롯해 냉채, 샥스핀, 고기요리 등 다채로운 요리를 즐길 수 있다. 코스메뉴도 가격 대비 높은 만족도를 자랑한다. 연회실과 룸을 별도로 갖추고 있어 모임 장소로도 제격이다.",127.03218,37.49343157,0.3858829463935561,0.4197688698768616,100
3686,https://www.bluer.co.kr/restaurants/3686,외고집설렁탕,서울특별시 강남구 삼성로 555 (삼성동) 알앤텍빌딩 1층,설렁탕,2,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/3686_thumb.jpg,images\3686_외고집설렁탕.jpg,"서울을 대표하는 설렁탕집. 횡성 한우 1++ 등급만을 사용해 국물 맛이 진하고 깔끔하다. 설렁탕에는 고기와 소면이 넉넉하게 들어가며 국산 식재료를 사용해 담은 김치와 깍두기도 설렁탕과 잘 어울린다. 설렁탕 외에도 고사리와 버섯, 고기가 푸짐하게 들어간 육개장도 인기다.",127.0539007,37.51101634,0.3134957779419877,0.33392298135619897,100
26954,https://www.bluer.co.kr/restaurants/26954,정인면옥,서울특별시 영등포구 국회대로76길 10 (여의도동) 기독교침례회총회빌딩 1층,"평양냉면, 만두, 수육",2,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/26954_thumb.jpg,images\26954_정인면옥.jpg,"신세대 평양냉면의 선두주자로, 평양냉면 마니아 사이에서 큰 호평을 받고 있다. 까칠하게 입에 감기는 메밀 면과 잡미가 없이 맑고 깨끗한 육수가 인상적이다. 메밀만으로 만든 순면도 괜찮다는 평. 커다란 크기의 이북식 만두와 수육을 곁들여도 좋다. 실내 분위기도 깔끔하다.",126.9215576,37.53065616,0.2930068979039788,0.06345244724717405,100
27113,https://www.bluer.co.kr/restaurants/27113,커피몽타주,서울특별시 강동구 올림픽로48길 23-12 (성내동) 상지빌딩,커피전문점,2,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/es_3c9377e31b474c5ba5c90abdc7399c31.jpg,images\27113_커피몽타주.jpg,"서울을 대표하는 스페셜티 커피 전문점 중의 하나. 합리적인 가격으로 수준 높은 커피를 즐길 수 있다. 브루잉은 싱글오리진 원두 2가지 중 선택할 수 있다. 콜드브루, 카푸치노, 아포가토 등이 나오는 콜드브루샘플러와 에스프레소, 마키아토, 스파클링워터, 초콜릿으로 구성된 에스프레소플래터가 독특한 메뉴다.",127.121862,37.5294975,0.5261011419489103,0.3001503361897035,100
4855,https://www.bluer.co.kr/restaurants/4855,갯바위,서울특별시 관악구 남부순환로216길 13 (봉천동),대구탕,2,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/4855_thumb.jpg,images\4855_갯바위.jpg,신선한 생대구를 사용해 얼큰하게 끓인 대구탕 맛이 일품인 곳. 깔끔한 국물 맛이 좋으며 함께 나오는 반찬이 맛있기로도 유명하다. 자연산 생우럭탕과 생민어를 사용한 민어탕도 단연 추천. 재료가 떨어지면 일찍 닫는다.,126.9491216,37.48087855,0.26772048022048395,0.44864461783851894,99
4856,https://www.bluer.co.kr/restaurants/4856,스바루,서울특별시 서초구 방배중앙로21길 7 (방배동) 우승빌딩,소바,2,Y,Y,레드리본 선정 서울 2025 선정,https://www.bluer.co.kr/images/4856_thumb.jpg,images\4856_스바루.jpg,"일본식 수타 소바를 전문으로 하는 곳으로, 면을 직접 제면하여 사용한다. 소바 메뉴가 일본 본토에서 맛볼 수 있을 정도의 수준으로 종류가 다양한 것이 특징. 수타면을 사용하는 우동 맛도 수준급이다. 서울 최고의 소바 집으로 꼽히는 곳 중 하나다.",126.9861305,37.49237997,0.193541555314279,0.3122233563604263,100
4861,https://www.bluer.co.kr/restaurants/4861,시추안하우스,서울특별시 강남구 테헤란로87길 29 (삼성동) M타워 1층,사천식중식,2,Y,Y,레드리본 선정 서울 2025 선정,https://www.bluer.co.kr/images/4861_thumb.jpg,images\4861_시추안하우스.jpg,"강한 향과 매운맛을 우리 입맛에 맞춘 사천 요리를 맛볼 수 있다. 라즈지를 비롯해 마라상궈, 마라탕면 등이 인기 메뉴. 매운 음식을 잘 먹지 못한다면 탕수육이나 궈바로우, 대게살볶음 등을 추천한다.",127.0579906,37.50959,0.2633217288497484,-0.04189132656902078,100
27849,https://www.bluer.co.kr/restaurants/27849,꼼모아,서울특별시 강남구 선릉로135길 29 (논현동) SH빌딩 1층,프렌치비스트로,2,Y,Y,레드리본 선정 서울 2025 선정,https://www.bluer.co.kr/images/es_f3778086a16844ac93f3c6fbf3f5c96e.jpg,images\27849_꼼모아.jpg,"파리에서 오랜 경력을 쌓은 김모아 셰프의 프렌치 비스트로. 쉽게 다가갈 수 있는 이지 프렌치를 콘셉트로 한다. 한우 비프웰링턴이 유명한데, 하루 전 예약해야 맛볼 수 있다. 바질페스토와 구운 달팽이로 속을 채운 화이트크림소스파이와 고기 파이의 일종인 투르트도 인기 메뉴.",127.0382228,37.51819904,0.3058249738824088,0.26725822560150514,100
28144,https://www.bluer.co.kr/restaurants/28144,메종엠오,서울특별시 서초구 방배로26길 22 (방배동),"구움과자, 디저트전문점",2,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/28144_thumb.jpg,images\28144_메종엠오.jpg,"구움과자의 열풍을 시작한 곳. 일본과 파리 등지에서 경력을 쌓은 오오츠카 테츠야 파티시에가 운영한다. 시그니처 메뉴인 몽블랑은 머랭에 마스카르포네 크림과 부드러운 밤 크림을 샌드한 것으로, 오픈하자마자 동날 정도로 인기가 많다. 마들렌과 카늘레 등의 구움과자가 유명하다.",126.9940941,37.48931127,0.23351245305190485,0.18172513755659261,100
5185,https://www.bluer.co.kr/restaurants/5185,봉피양(방이점),서울특별시 송파구 양재대로71길 1-4 (방이동),"돼지갈비, 소고기구이, 평양냉면",2,N,Y,서울 2025 선정,https://www.bluer.co.kr/images/5185_thumb.jpg,images\5185_봉피양(방이점).jpg,돼지갈비로 유명한 봉피양의 방이동 분점. 벽제갈비에서 운영하는 브랜드다. 돼지갈비치고는 가격대가 높은 편이지만 그만큼 맛도 보장된다. 육향이 가득한 평양냉면도 인기가 좋다.,127.1262088,37.51001038,0.2524128672758154,0.4059452172368765,100
