id,상세URL,가게,주소,카테고리,리본개수,레드리본 선정,서울 2025 선정,라벨,이미지URL,이미지파일,소개,X좌표,Y좌표,LLM요약,RAG텍스트,메타데이터
35866,https://www.bluer.co.kr/restaurants/35866,고레카레(마포역점),서울특별시 마포구 삼개로 9 (도화동),일식카레,0,N,N,,https://www.bluer.co.kr/images/bluer_60aeed7526564bc691c4db591cc52cba.jpg,images\35866_고레카레(마포역점).jpg,"일본식 카레 전문점. 감자와 양파를 오래 끓여 카레의 점성을 낸 뒤 72시간 냉장 숙성한 부드러운 카레를 맛볼 수 있다. 세트메뉴도 있지만 기본카레에 취향껏 커스텀도 가능하며, 맵기는 4단계까지 고를 수 있다. 밥과 기본 카레는 리필이 가능해 배 부르게 한 끼 식사할 수 있는 곳.",126.9476978,37.53951927,"고레카레(마포역점)는 서울 마포구 도화동에 위치한 일본식 카레 전문점으로, 2023년 5월에 개업했습니다. 이곳은 100% 국내산 감자와 양파를 오랜 시간 끓여 카레의 점성을 내고, 72시간 냉장 숙성을 거쳐 자극적이지 않고 부드러운 카레를 제공합니다. 밥과 기본 카레는 리필이 가능해 든든한 한 끼 식사가 가능하며, 맵기는 4단계까지 선택할 수 있어 취향에 맞게 조절할 수 있습니다. 메뉴는 키마카레(9,500원), 돈가스카레우동(10,500원), 소세지버섯카레(11,000원), 볼카츠키마카레(12,000원), 고레스페셜(12,000원), 카레튀김우동(12,000원), 블랙더블치즈카레(14,500원) 등으로 구성되어 있으며, 대부분 일식 스타일의 밥류와 면류가 주를 이룹니다. 세트 메뉴 외에도 다양한 커스텀 옵션이 제공되어 고객의 선택 폭이 넓습니다. 영업시간은 월~토요일 11:00~21:00(브레이크타임 15:30~17:00, 마지막 주문 20:30)이며, 일요일은 휴무입니다. 내부 분위기는 캐주얼하며, 가족, 친구, 혼밥 등 다양한 식사 상황에 적합합니다. 가격대는 중간 수준으로, 합리적인 가격에 일본식 카레를 즐기고 싶은 고객에게 추천할 만한 곳입니다.","일본식 카레 전문점으로, 감자와 양파를 오랜 시간 끓이고 72시간 냉장 숙성한 부드럽고 자극적이지 않은 카레를 제공합니다. 세트 메뉴 외에도 기본 카레를 취향에 맞게 커스텀할 수 있으며, 맵기는 4단계까지 선택 가능합니다. 밥과 기본 카레는 리필이 가능해 든든한 식사가 가능하며, 일식의 정체성을 살린 다양한 밥류와 면류 메뉴가 준비되어 있습니다. 캐주얼하고 편안한 분위기에서 친구, 가족, 혼밥 등 다양한 상황에 어울리는 곳입니다.","{'budget_range': '중', 'spicy_available': 'O', 'vegetarian_options': 'X', 'main_ingredients_list': ['기타', '육류'], 'low_level_category': '일식카레', 'suitable_for': ['캐주얼', '혼밥', '친구모임', '가족', '가성비'], 'food_type_list': ['밥류', '면류', '기타'], 'temperature_list': ['온', '상'], 'high_level_category': '일식'}"
754,https://www.bluer.co.kr/restaurants/754,전주유할머니비빔밥,서울특별시 중구 세종대로14길 27-2 (북창동),"일반한식, 비빔밥",0,N,N,,https://www.bluer.co.kr/images/754_thumb.jpg,images\754_전주유할머니비빔밥.jpg,"스테인리스 냄비에 밥을 넣고 콩나물, 시금치, 무생채, 도라지, 소고기볶음, 달걀지단, 미나리나물, 무나물, 부추나물 등 10여 가지의 재료를 얹어 내오는 전주식 비빔밥이 정갈하고 맛깔스럽다. 비빔밥은 점심시간에만 맛볼 수 있다.",126.9783642,37.56296906,"전주유할머니비빔밥은 1962년에 개업한 서울 중구 북창동 먹자골목 내에 위치한 오랜 전통의 한식당입니다. 대표 메뉴는 점심 시간에만 제공되는 전주식 비빔밥으로, 스테인리스 냄비에 밥과 콩나물, 시금치, 무생채, 도라지, 소고기볶음, 달걀지단, 미나리나물, 무나물, 부추나물 등 10여 가지의 신선한 재료가 정갈하게 올려져 나옵니다. 이외에도 콩나물국밥, 갈비삼겹살, 천겹살 등 다양한 한식 메뉴를 합리적인 가격대(7,000원~14,000원)에 제공합니다. 매장은 가족 외식이나 회식 등 단체 모임에 적합하며, 오랜 역사를 자랑하는 만큼 전통적이고 친근한 분위기를 느낄 수 있습니다. 영업시간은 매일 10:00~22:00(브레이크타임 15:00~17:00)이며, 명절 연휴에는 휴무입니다. 주차는 불가하니 참고가 필요합니다.","전주식 비빔밥을 중심으로 다양한 한식 메뉴를 제공하는 오랜 역사의 한식당입니다. 정갈하고 맛깔스러운 비빔밥이 대표적이며, 가족 외식이나 회식 등 단체 모임에 잘 어울리는 친근하고 전통적인 분위기가 특징입니다.","{'budget_range': '중', 'spicy_available': 'O', 'vegetarian_options': 'X', 'main_ingredients_list': ['기타', '육류'], 'low_level_category': '일반한식, 비빔밥', 'suitable_for': ['가족모임', '회식', '역사있는', '외식'], 'food_type_list': ['국물류', '밥류', '고기류'], 'temperature_list': ['온'], 'high_level_category': '한식'}"
9110,https://www.bluer.co.kr/restaurants/9110,삼성집,서울특별시 중구 남대문로1길 39 (북창동),"돼지고기구이, 돼지갈비",0,N,N,,https://www.bluer.co.kr/assets/image/restaurant/img_restaruant_no_image.png?v=3,images\9110_삼성집.png,돼지등심을 동그랗게 썰어 매운 양념을 한 '동그랑땡'으로 인기가 있는 집이다. 동그랑땡을 구우면서 소주 한잔 하기에 좋은 곳이다.,126.9772281,37.56279892,"삼성집은 서울특별시 중구 남대문로1길 39(북창동)에 위치한 1970년대부터 영업을 이어온 전통 있는 돼지고기구이 전문점입니다. 대표 메뉴는 돼지등심을 동그랗게 썰어 매운 양념을 한 '동그랑땡'으로, 소주 한잔과 곁들이기 좋은 안주로 인기가 많습니다. 이외에도 생고기주물럭, 생고기소금구이, 돼지갈비 등 다양한 돼지고기 요리를 14,000원의 동일한 가격에 제공합니다. 모든 메뉴는 맵지 않으며, 주재료는 주로 돼지고기를 사용합니다. 매장은 시청역 7번 출구에서 소공동주민센터 방향, 북창동멀자골목 중간에 위치하고 있습니다. 영업시간은 월~일요일 11:30~23:30이며, 격주 일요일은 휴무입니다. 오랜 역사와 변함없는 맛으로 지역 주민과 직장인들에게 사랑받는 곳이지만, 채식 메뉴는 제공하지 않습니다. 블루리본 서베이에서는 '동그랑땡'과 매운 양념의 조합, 소박한 분위기, 오랜 전통이 특징으로 꼽힙니다. 리뷰는 아직 등록되어 있지 않습니다.","1970년대부터 이어온 전통 있는 한식 돼지고기구이 전문점으로, 대표 메뉴인 동그랗게 썬 돼지등심 '동그랑땡'에 매운 양념을 더해 구워내는 것이 특징입니다. 소박하고 오래된 분위기에서 소주와 함께 고기를 즐기기 좋으며, 지역 주민과 직장인들에게 꾸준히 사랑받는 곳입니다. 한식 테마의 메뉴와 함께 오랜 역사와 변함없는 맛, 편안한 분위기가 어우러집니다.","{'budget_range': '중', 'spicy_available': 'X', 'vegetarian_options': 'X', 'main_ingredients_list': ['기타', '육류'], 'low_level_category': '돼지고기구이, 돼지갈비', 'suitable_for': ['오래된', '소박한', '직장인', '지역주민', '편안한'], 'food_type_list': ['기타', '고기류'], 'temperature_list': ['생', '온'], 'high_level_category': '한식'}"
40782,https://www.bluer.co.kr/restaurants/40782,빵데까사,서울특별시 송파구 백제고분로41길 7-28 (송파동) 1층,식빵,0,N,N,,https://www.bluer.co.kr/images/bluer_2805083bcd044abdbabd81383a5990b2.jpg,images\40782_빵데까사.jpg,"다양한 속재료를 넣은 식빵 전문점. 깨, 밤, 얼그레이 맛 등 다양한 맛이 준비되어 있다. 시그니처인 까사는 물이 들어가지 않는 것이 특징이다.",127.1070485,37.50619507,"빵데까사는 서울 송파구에 위치한 식빵 전문점으로, 다양한 속재료를 넣은 유니크한 통식빵을 직접 매일 아침 만들어 제공합니다. 대표 메뉴인 '빵데까사'는 물을 넣지 않고 반죽해 더욱 쫄깃하고 깊은 풍미를 자랑하며, 깨, 밤, 얼그레이 등 다양한 맛의 식빵을 즐길 수 있습니다. 메뉴는 마마소스(1,000원), 빵데소굼(2,500원), 아메리카노(4,000원), 카페로우키라떼(4,500원), 빵데촉촉(6,500원), 빵데얼그레이(6,800원), 빵데치즈(6,800원), 빵데까사(7,500원), 빵데밤밤(7,500원) 등으로 구성되어 있으며, 가격대는 2,500원에서 7,500원 사이입니다. 고소한 라떼와 함께 식빵을 즐길 수 있으며, 매장 내 좌석은 없고 맞은편 유료주차장(30분 2,000원)을 이용할 수 있습니다. 영업시간은 월~수, 금~토요일 08:30~19:30, 일요일 10:00~15:00이며, 매주 목요일은 휴무입니다. 2024년 7월 18일에 개업한 신생 베이커리로, 블루리본 서베이 선정은 아니지만 독특한 식빵과 라떼로 인근 주민 및 빵 마니아들에게 추천할 만한 곳입니다. 인스타그램(@pandecasa_original)에서도 매장 소식을 확인할 수 있습니다.","빵데까사는 다양한 속재료와 맛(깨, 밤, 얼그레이 등)의 식빵을 전문으로 하는 베이커리로, 매일 아침 직접 만든 유니크한 통식빵과 고소한 라떼를 제공하는 곳입니다. 대표 메뉴인 '까사'는 물을 넣지 않고 반죽해 특별한 식감을 자랑합니다. 신선함과 독창성을 중시하는 곳으로, 식빵과 커피를 함께 즐기기 좋은 캐주얼하고 트렌디한 분위기의 베이커리 카페입니다.","{'budget_range': '저', 'spicy_available': 'X', 'vegetarian_options': 'X', 'main_ingredients_list': ['기타'], 'low_level_category': '식빵', 'suitable_for': ['트렌디한', '빵 마니아', '간단한 식사', '테이크아웃', '혼밥', '캐주얼'], 'food_type_list': ['기타', '디저트류', '음료'], 'temperature_list': ['기타', '상', '온'], 'high_level_category': '디저트류'}"
40534,https://www.bluer.co.kr/restaurants/40534,카페이유,서울특별시 강동구 고덕로 52-18 (암사동) 1층,카페,0,N,N,,https://www.bluer.co.kr/images/bluer_a603a1b9a64d4faca3cffc0bfc957d65.jpg,images\40534_카페이유.jpg,"아늑한 인테리어의 카페. 아메리카노를 주문하면 잘게 간 얼음을 봉긋하게 올려주는 것이 특징이다. 직접 원두를 로스팅하며, 커피는 원두 종류를 고를 수 있다.",127.1306299,37.55389448,"카페이유는 서울 강동구 암사동의 조용한 골목에 위치한 2011년 오픈한 로스터리 카페입니다. 아늑한 인테리어와 편안한 분위기에서 직접 로스팅한 다양한 원두의 커피를 즐길 수 있으며, 기센(Giesen), 스트롱홀드(Stronghold) 로스터기를 사용해 브라질, 에티오피아, 과테말라, 콜롬비아 등 세계 각국의 싱글 오리진 원두와 자체 블렌드(이블렌드: 초콜릿·견과류 풍미, 유블렌드: 과일 산미·꽃 향기)를 제공합니다. 아메리카노는 잘게 간 얼음을 봉긋하게 올려주는 독특한 방식으로 제공되고, 커피는 원두 종류 선택이 가능합니다. 발로나 코코아 파우더, 마다가스카르 바닐라빈 등 고급 재료를 사용한 시럽과 소스가 특징입니다. 디저트로는 쌀로 만든 당근케이크, 소금케이크, 초코케이크, 바스크 치즈케이크 등 건강한 재료를 사용한 메뉴가 준비되어 있습니다. 가격대는 4,000~6,500원으로 합리적이며, 2024 한국소비자베스트브랜드대상 카페 부문을 수상한 바 있습니다. 테라스가 있고, 동네 주민과 방문객 모두에게 '쉽고 간단한 스페셜티 커피'를 제공하는 친근한 공간입니다. 영업시간은 평일 10:00~20:30, 주말 11:00~20:30, 연중 무휴입니다.","아늑하고 편안한 분위기의 로스터리 카페로, 직접 로스팅한 다양한 원두와 블렌드를 선택해 즐길 수 있습니다. 커피 본연의 맛과 향을 살리는 고급 로스팅, 부드럽고 고소한 맛(이블렌드)부터 산뜻하고 깔끔한 맛(유블렌드)까지 다양한 커피 경험을 제공합니다. 발로나 코코아, 마다가스카르 바닐라빈 등 프리미엄 재료를 활용한 시럽과 소스, 건강한 재료의 디저트(쌀 당근케이크, 소금케이크 등)로 품격을 높였습니다. '쉽고 간단한 스페셜티 커피'를 슬로건으로, 누구나 쉽게 스페셜티 커피를 접할 수 있도록 친절한 설명과 추천을 제공합니다. 동네의 편안한 공간으로, 커피 애호가와 일상 속 여유를 찾는 이들에게 적합합니다.","{'budget_range': '저', 'spicy_available': 'X', 'vegetarian_options': 'X', 'main_ingredients_list': ['기타'], 'low_level_category': '카페', 'suitable_for': ['조용한', '친근한', '커피애호가', '여유로운', '동네카페', '스페셜티커피', '테라스', '편안한'], 'food_type_list': ['음료', '디저트류'], 'temperature_list': ['상', '온', '냉'], 'high_level_category': '디저트류'}"
8489,https://www.bluer.co.kr/restaurants/8489,동원민물장어,서울특별시 중구 세종대로14길 22-6 (북창동),"장어, 민물매운탕",0,Y,Y,레드리본 선정 서울 2025 선정,https://www.bluer.co.kr/assets/image/restaurant/img_restaruant_no_image.png?v=3,images\8489_동원민물장어.png,"30여 년 전통의 장어구이 전문점. 간장소스를 발라서 구워내는 장어 맛이 좋으며 특제 양념과 생강채를 곁들이면 더욱 맛있다. 장어 외에도 얼큰하게 끓인 빠가사리, 메기매운탕도 인기. 가족모임, 회식 등 각종 모임을 하기에도 좋다.",126.9778782,37.56257748,"동원민물장어는 서울 중구 북창동먹자골목 내 소공동우체국 옆 골목에 위치한 1987년 개업, 30여 년 전통의 장어구이 전문점입니다. 블루리본 서베이 2025년판에 수록되었으며, 레드리본 맛집으로 선정되었습니다. 대표 메뉴는 간장소스를 발라 구워내는 민물장어(32,000원)로, 특제 양념과 생강채를 곁들여 더욱 깊은 풍미를 즐길 수 있습니다. 얼큰한 맛의 빠가사리매운탕(소 35,000원/중 45,000원/대 55,000원)과 메기매운탕(30,000원)도 인기 메뉴로, 모두 신선한 어류를 주재료로 사용합니다. 메뉴 가격대는 3만~5.5만원 수준이며, 매운탕류는 매콤하게 제공됩니다. 실내는 가족모임, 회식 등 각종 모임에 적합하며, 전통적인 한식 분위기를 자랑합니다. 영업시간은 평일 10:00~22:00, 토요일 10:00~21:00(브레이크타임 15:00~17:00)이며, 일요일과 명절 연휴에는 휴무입니다. 채식 메뉴는 없으며, 모든 메뉴는 따뜻하게 제공됩니다.","30여 년 전통의 장어구이 전문점으로, 간장소스를 발라 구운 장어와 얼큰한 매운탕류가 인기입니다. 특제 양념과 생강채를 곁들여 깊은 맛을 자랑하며, 전통 한식의 진수를 느낄 수 있습니다. 가족모임, 회식 등 다양한 모임에 잘 어울리는 친근하고 포근한 분위기이며, 블루리본 레드리본 맛집으로 신뢰받는 곳입니다.","{'budget_range': '중', 'spicy_available': 'O', 'vegetarian_options': 'X', 'main_ingredients_list': ['어류'], 'low_level_category': '장어, 민물매운탕', 'suitable_for': ['레드리본', '서울 2025 선정', '가족모임', '회식', '각종 모임'], 'food_type_list': ['해산물류', '국물류'], 'temperature_list': ['온'], 'high_level_category': '한식'}"
40377,https://www.bluer.co.kr/restaurants/40377,그레코로스팅컴퍼니,서울특별시 금천구 가산디지털2로 127-33 (가산동) 대명벨리온오피스텔104호,카페,0,N,N,,https://www.bluer.co.kr/images/bluer_b07f2637ab0c40faab9968c8dfd0fe3c.jpg,images\40377_그레코로스팅컴퍼니.jpg,"쾌적한 분위기의 카페로, 달콤하고 짭짤한 크림을 올린 그레코라테가 시그니처 메뉴다. 커피와 함께 뚱카롱도 많이 찾는다. 매장 한편에는 로스팅 기계도 있다.",126.8777911,37.47838349,"그레코로스팅컴퍼니는 서울 금천구 가산디지털단지 인근에 위치한 카페로, 2018년 8월 14일에 개업했습니다. 이 카페는 20년 경력의 커피로스터가 직접 원두를 로스팅하여 스페셜티 커피를 제공하는 것이 특징입니다. 매장 한편에는 로스팅 기계가 비치되어 있으며, 쾌적한 분위기와 작은 공원을 끼고 있는 입지로 도심 속 여유를 느낄 수 있습니다. 시그니처 메뉴는 달콤하고 짭짤한 크림이 올라간 '그레코라테'이며, 커피와 곁들여 즐길 수 있는 '뚱카롱'도 인기입니다. 주요 메뉴로는 에스프레소, 아메리카노, 콜드브루, 카페라테, 초코라테, 로얄밀크티, 요거트스무디, 자몽/청포도주스 등이 있으며, 가격대는 3,000원~6,000원으로 합리적입니다. 매장에는 테라스가 있어 쾌적한 분위기에서 커피를 즐길 수 있고, 연중무휴로 월~금 07:30~20:00, 토 10:00~17:00, 일 10:00~21:00까지 운영됩니다. 리뷰는 아직 등록되어 있지 않으며, 블루리본 서베이 선정 및 레드리본 등재는 되지 않았습니다.","20년 경력의 커피로스터가 직접 원두를 볶아내는 스페셜티 카페로, 쾌적하고 아늑한 분위기와 작은 공원을 끼고 있는 입지가 특징입니다. 달콤하고 짭짤한 크림을 올린 그레코라테가 시그니처 메뉴이며, 커피와 함께 뚱카롱 등 다양한 디저트도 인기가 많습니다. 매장 내에는 로스팅 기계가 비치되어 있어 커피의 신선함을 느낄 수 있고, 테라스가 있어 여유로운 시간을 보내기에 적합합니다.","{'budget_range': '저', 'spicy_available': 'X', 'vegetarian_options': 'X', 'main_ingredients_list': ['기타'], 'low_level_category': '카페', 'suitable_for': ['쾌적한', '아늑한', '여유로운', '공원 인접', '테라스', '커피 애호가', '디저트 즐기기'], 'food_type_list': ['음료', '디저트류'], 'temperature_list': ['기타', '상'], 'high_level_category': '디저트류'}"
6371,https://www.bluer.co.kr/restaurants/6371,와우신내떡,서울특별시 동작구 만양로14가길 3 (노량진동),떡볶이,0,N,N,,https://www.bluer.co.kr/assets/image/restaurant/img_restaruant_no_image.png?v=3,images\6371_와우신내떡.png,"매운 떡볶이로 유명한 집. 떡볶이 종류도 달콤떡볶이, 치즈떡볶이 등 퓨전 스타일로 여러 가지 갖추고 있다. 2인세트, 3인세트 등 세트메뉴를 이용하면 보다 저렴하게 맛볼 수 있다. 매운 정도는 선택할 수 있다.",126.9451348,37.51181049,"와우신내떡은 서울 동작구 노량진동에 위치한 떡볶이 전문점으로, 매운 떡볶이로 잘 알려져 있습니다. 다양한 떡볶이 메뉴와 함께 달콤떡볶이, 치즈떡볶이 등 퓨전 스타일의 메뉴도 제공하며, 토핑, 갈릭후라이, 후라이바스켓 등 다양한 사이드 메뉴가 준비되어 있습니다. 2인세트, 3인세트 등 세트 메뉴를 통해 더욱 저렴하게 여러 메뉴를 맛볼 수 있습니다. 메뉴 가격대는 1,500원부터 11,900원까지로, 학생이나 직장인 등 다양한 고객층이 부담 없이 방문할 수 있습니다. 맵기 정도를 선택할 수 있어 매운 음식을 좋아하는 사람뿐 아니라 매운맛에 약한 사람도 함께 즐길 수 있습니다. 노량진 학원가 근처에 위치해 있어 학원생들 사이에서 인기가 높으며, 저렴한 가격과 특유의 매콤함, 그리고 매달 진행되는 이벤트로 방문의 재미를 더합니다. 내부는 캐주얼하고 활기찬 분위기로, 친구, 동료, 가족 등 다양한 모임에 적합합니다. 현재 블루리본 서베이 선정 및 레드리본, 서울 2025 선정은 되지 않았으나, 현지에서 입소문이 자자한 떡볶이집입니다.","매운 떡볶이와 다양한 퓨전 떡볶이 메뉴로 유명한 캐주얼 분식집입니다. 달콤떡볶이, 치즈떡볶이 등 여러 스타일의 메뉴와 다양한 사이드, 세트 구성이 준비되어 있어 친구나 동료, 학생들이 부담 없이 방문하기 좋습니다. 맵기 선택이 가능해 매운맛을 즐기는 고객뿐 아니라 다양한 취향의 사람들이 함께 어울릴 수 있습니다. 학원가 근처에 위치해 활기차고 젊은 분위기가 특징이며, 저렴한 가격과 매달 이벤트로 방문의 재미도 더합니다.","{'budget_range': '저', 'spicy_available': 'O', 'vegetarian_options': 'X', 'main_ingredients_list': ['기타'], 'low_level_category': '떡볶이', 'suitable_for': ['가성비', '학생', '친구모임', '활기찬', '젊은', '이벤트', '캐주얼'], 'food_type_list': ['기타', '고기류', '디저트류'], 'temperature_list': ['기타', '온', '상'], 'high_level_category': '한식'}"
34109,https://www.bluer.co.kr/restaurants/34109,수미양가,서울특별시 송파구 백제고분로43길 8 (송파동),일식징기스칸,0,N,N,,https://www.bluer.co.kr/images/es_2c3ea8e1b8544ef1b64a1b73e15c799a.jpg,images\34109_수미양가.jpg,"6개월 미만의 어린 양고기 램을 숯불에 구워 먹는 곳. 프렌치랙은 등심과 갈빗살을 같이 즐길 수 있는 부위로, 하루에 한정수량만 판매한다. 고기를 다 먹은 후에는 비빔국수로 마무리할 것을 추천.",127.1097808,37.50823577,"수미양가는 서울 송파구 백제고분로43길에 위치한 일식 징기스칸 전문점으로, 2022년 8월 31일에 개업했습니다. 이곳은 6개월 미만의 어린 양고기 램을 숯불에 구워내는 것이 특징이며, 프렌치랙(등심과 갈빗살이 함께 붙은 부위)은 하루 한정수량만 제공됩니다. 주요 메뉴로는 양등심, 숄더랙, 프렌치랙 등 다양한 부위의 양고기와 함께, 식사 마무리로 매콤한 비빔국수를 추천합니다. 메뉴 가격대는 8,000원에서 35,000원 사이이며, 양고기는 140~180g 내외로 제공됩니다. 매장은 카운터석이 있으며, 석촌역 2번 출구에서 도보 약 300m 거리에 위치해 접근성이 좋습니다. 연중무휴로 운영되며, 영업시간은 매일 12:00~22:00(브레이크타임 15:00~17:00, 마지막 주문 14:00/21:00)입니다. 인스타그램 계정(@soomiyangga)도 운영 중입니다. 현재 블루리본, 레드리본 등 공식 선정은 받지 않았으며, 독자 리뷰는 아직 등록되지 않았습니다.","수미양가는 어린 양고기 램을 숯불에 구워내는 일식 징기스칸 전문점으로, 프렌치랙 등 다양한 양고기 부위를 한정수량으로 제공하며, 식사 마무리로 매콤한 비빔국수도 추천되는 곳입니다. 매장은 캐주얼하고 활기찬 분위기로, 카운터석이 마련되어 있어 혼밥이나 소규모 모임에도 적합합니다. 육류 중심의 메뉴 구성에 양식 테마를 일부 가미하고 있습니다.","{'budget_range': '중', 'spicy_available': 'O', 'vegetarian_options': 'X', 'main_ingredients_list': ['기타', '육류'], 'low_level_category': '일식징기스칸', 'suitable_for': ['혼밥', '소규모 모임', '캐주얼', '활기찬'], 'food_type_list': ['면류', '고기류'], 'temperature_list': ['냉', '온'], 'high_level_category': '일식'}"
29631,https://www.bluer.co.kr/restaurants/29631,나리의집(청담점),서울특별시 강남구 선릉로152길 25 (청담동),"청국장, 삼겹살",0,N,N,,https://www.bluer.co.kr/images/es_074ae60fc61a45b1905c842766ae6836.jpg,images\29631_나리의집(청담점).jpg,"이태원에서 냉동삼겹살로 유명한 나리의집 청담점. 호일을 깐 불판 위에 냉동삼겹살을 구워 먹는 맛이 좋으며, 파절임을 곁들이면 더욱 맛있다. 구수하게 끓인 청국장도 단연 인기. 새벽 두 시까지 영업하는 것이 큰 장점이다.",127.0416925,37.52448046,"나리의집(청담점)은 서울 강남구 청담동에 위치한 한식 전문점으로, 이태원 본점에서 냉동삼겹살로 유명세를 떨친 분점입니다. 이곳의 대표 메뉴는 호일을 깐 불판 위에 구워먹는 냉동삼겹살로, 파절임과 함께 먹으면 더욱 맛있다는 평을 받고 있습니다. 또한 구수하게 끓인 청국장 역시 단연 인기 메뉴로 꼽힙니다. 그 외에도 된장찌개, 순두부찌개, 김치섞어찌개 등 다양한 찌개류와 삼겹살을 합리적인 가격(7,000~13,000원)에 제공합니다. 모든 메뉴는 한식 스타일의 따뜻한 국물 요리 또는 고기 요리로 구성되어 있습니다. 매장은 새벽 2시까지 영업하며 연중무휴로 운영되어 늦은 시간에도 방문이 가능합니다. 발레파킹 서비스와 함께, 연인과 함께 방문하기 좋은 분위기라는 평가를 받고 있습니다. 2018년 9월 29일에 개업하였으며, 학동사거리에서 압구정로데오역 방향으로 직진 후 버거킹에서 우회전하면 좌측에 위치해 접근성도 뛰어납니다. 블루리본 서베이의 'Pick'으로 선정된 적이 있으며, 현재 레드리본이나 서울 2025 선정에는 포함되어 있지 않습니다.","이곳은 이태원에서 냉동삼겹살로 유명한 한식 전문점의 청담 분점으로, 호일을 깐 불판에서 구워먹는 냉동삼겹살과 파절임의 조화가 인기입니다. 구수한 청국장 등 따뜻한 국물 한식 메뉴가 강점이며, 새벽 2시까지 영업하는 점이 특징입니다. 연인과 함께 방문하기 좋은 분위기와 연중무휴 운영으로 늦은 시간 식사나 모임에 적합합니다.","{'budget_range': '저', 'spicy_available': 'O', 'vegetarian_options': 'O', 'main_ingredients_list': ['기타', '육류'], 'low_level_category': '청국장, 삼겹살', 'suitable_for': ['데이트', '연인', '야간식사', '늦은모임', '연중무휴'], 'food_type_list': ['국물류', '고기류'], 'temperature_list': ['온'], 'high_level_category': '한식'}"
42570,https://www.bluer.co.kr/restaurants/42570,금고기(마포본점),"서울특별시 마포구 도화길 20-6 (도화동) 도화주택 1층, 2층","돼지고기구이, 소고기구이",0,N,N,,https://www.bluer.co.kr/assets/image/restaurant/img_restaruant_no_image.png?v=3,images\42570_금고기(마포본점).png,"꼬들살, 새우살, 쫄깃살 등 돼지 특수부위로 인기 있는 돼지고기구이 전문점. 모둠세트를 많이 찾으며, 고사리와 파채를 함께 구워 먹는다. 삼겹살부터 왕갈비, 차돌박이 등 다양한 고기가 구비되어 있는 곳으로, 정성껏 구워주는 고기를 맛볼 수 있다.",126.9482317,37.54006902,"금고기(마포본점)는 서울 마포구 도화동에 위치한 돼지고기구이와 소고기구이 전문점으로, 2023년 9월 27일에 개업했습니다. 꼬들살, 새우살, 쫄깃살 등 다양한 돼지 특수부위와 함께 삼겹살, 왕갈비, 한우차돌박이, 소갈비살 등 다양한 고기 메뉴를 제공합니다. 대표 메뉴로는 꼬들삼각살(150g, 15,000원), 으뜸한돈삼겹살(150g, 16,000원), 숯불새우살(150g, 17,000원), 숯불한우차돌박이1++(100g, 19,000원), 명품소갈비살(150g, 25,000원), 숯불왕갈비(690g, 49,000원), 금고기2인모둠(2500g, 49,000원)이 있으며, 가격대는 15,000원에서 49,000원 사이입니다. 모둠세트가 인기가 많고, 고사리와 파채를 함께 구워 먹는 것이 특징입니다. 모든 메뉴는 맵지 않으며, 주재료는 육류입니다. 매장은 월~토요일 15:00~00:30까지 영업하며, 매주 일요일은 휴무입니다. 정성껏 고기를 구워주는 서비스와 새벽까지 영업하는 점이 장점이며, 가족, 친구, 소규모 모임 등 다양한 상황에 적합합니다. 블루리본 서베이의 리본 선정은 없으며, 리뷰는 아직 등록되지 않았습니다.","금고기(마포본점)는 돼지 특수부위와 다양한 고기를 맛볼 수 있는 한식 고기구이 전문점입니다. 고사리와 파채를 곁들여 먹는 독특한 방식과 정성스럽게 구워주는 서비스가 특징이며, 모둠세트 등 다양한 메뉴 구성이 강점입니다. 새벽까지 영업해 여유로운 저녁 모임이나 친구, 가족과의 식사에 어울리는 활기찬 분위기를 갖추고 있습니다.","{'budget_range': '중', 'spicy_available': 'X', 'vegetarian_options': 'X', 'main_ingredients_list': ['육류'], 'low_level_category': '돼지고기구이, 소고기구이', 'suitable_for': ['활기찬', '저녁모임', '친구모임', '가족모임'], 'food_type_list': ['고기류'], 'temperature_list': ['온'], 'high_level_category': '한식'}"
